Code,Name,StateId,BranchId
05145,CARAMANTA,2,2
05147,CAREPA,2,2
05148,EL CARMEN DE VIBORAL,2,2
05150,CAROLINA,2,2
05154,CAUCASIA,2,2
05172,CHIGORODO,2,2
05190,CISNEROS,2,2
05197,COCORNA,2,2
05206,CONCEPCION,2,2
05209,CONCORDIA,2,2
05212,COPACABANA,2,2
05234,DABEIBA,2,2
05237,DON MATIAS,2,2
05240,EBEJICO,2,2
05250,EL BAGRE,2,2
05264,ENTRERRIOS,2,2
05266,ENVIGADO,2,2
05282,FREDONIA,2,2
05284,FRONTINO,2,2
05306,GIRALDO,2,2
05308,GIRARDOTA,2,2
05310,GOMEZ PLATA,2,2
05313,GRANADA,2,2
05315,GUADALUPE,2,2
05318,GUARNE,2,2
05321,GUATAPE,2,2
05347,HELICONIA,2,2
05353,HISPANIA,2,2
05360,ITAGUI,2,2
05361,ITUANGO,2,2
05364,JARDIN,2,2
